1272695040217714688	wonder when we'll hit the point that folks are drafting legislation specifically defending people who've had COVID-19 and/or experience chronic illness because of it
1272695042826743808	My job just sent out a email saying 3 people tested positive for Covid-19 but they still expect us to show up for work tomorrow...PTO Activated!!! https://t.co/LIxh188JQb
1272695047490867210	Edmonton COVID-19 trend shows jump in active cases, more young people testing positive – Edmonton https://t.co/jgmuaCrNvF
1272695048254238721	Dear friends, COVID-19 is very much around, and it's even angry now.
1272695050523348999	@WesleyLowery News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695056173084672	whoever writes the history books...make sure when you do the covid-19 chapter that you include how GA fully reopening on June 16 ended up being one of the worst mistakes for this state. it hasn’t happened yet but that’s my prediction.
1272695056244195328	Global, regional, and national estimates of the population at increased risk of severe COVID-19 due to underlying health conditions in 2020: a modelling study https://t.co/SsjihJ9WES via @TheLancet
1272695056797962241	@SpeakerPelosi When the actually fatality rate from Covid-19 is 0.03% and the government shuts down society. Here is the reason:https://t.co/AE8fkgVxwN
1272695058165194752	@kschumi777 @Murky__Meg @scobie @AmyMackelden @harpersbazaarus @kschumi777  Again, coinciding with Markle's new pitc headline &amp; following articles COVID-19. Its a shame. "Meghan Markle and Prince Harry Reach Out to a Fan Who Raised $60,000 for COVID-19 Relief" no other mention of, "...food boxes for hungry families, and more" was included
1272695059759194112	@SenatorSinema @SBAgov Glad you're getting that in Arizona. Here in Washington, DC, we were cheated out of $725 million in COVID-19 relief funds, and I have nobody to complain to, both because we're not allowed to have statehood.So will you co-sponsor S.631 for #DCstatehood? https://t.co/dDMQzZwsRz
1272695062464348161	February 15: The first death in Europe from a confirmed case of Covid-19 is reported in France.February 23: Trump again claims that the coronavirus is “under control” in South Lawn press conference, Marine One waiting to depart to Andrews Air Force Base ahead of a trip to India
1272695064402309121	@erigganewmoney News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695064964354056	Covid-19 can damage lungs of victims beyond recognition, expert says  https://t.co/F7vKwVjS9S
1272695077886758913	As COVID-19 ravages Peru its uncontacted people face the risk of extinction. Their lack of immunity to global diseases and modern healthcare makes them highly vulnerable. Ask the Peruvian congress to protect them. #IsolatedForLiving https://t.co/2h4w02fVAb
1272695078574833665	@BishopJakes News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695080227188736	@BlueMatrix6 @CNN Yep instead they turned away gay men who had recovered from COVID-19 and wanted to donate plasma. These are men who are not HIV-Positive.
1272695084706742272	How Will the Stories of COVID-19 Victims Be Told? A New Project Challenges Who Gets an Obit https://t.co/FkIXh0oZMs @voguemagazine
1272695088876072965	@SpeakerPelosi @HouseJudiciary When the actually fatality rate from Covid-19 is 0.03% and the government shuts down society. Here is the reason:https://t.co/AE8fkgVxwN
1272695091405090816	1/2Beijing faces 'very high' risk of COVID-19 epidemic spreading as it launches 'strictest' virus control measures after fresh cluster of cases broke out from a food w/sale mkt. Has locked down ELEVEN neighbourhoods. WTF? virus had been found on a salmon chopping board
1272695095880384512	@thehill Hey dummy it is what it is. And as far as you its all about you. No no matter how many of your fallowers get sick. You might want to back mail in voting so when they are sick with covid-19 they can vote.
1272695096018944002	Can anyone please explain why American's lost their jobs, their businesses &amp; livelihood when COVID19 hit us?    The protesters don't seem to give a damn about it.   WHY?Many health officials are OK with police protests despite COVID-19 https://t.co/Wv2ohaIBUy via @denverpost
1272695096673284096	Please participate &amp; share your experience, @LACSchool educators.We're studying remote teaching/learning during the COVID-19 school closures in NJ.Get the survey at the anonymous link below.All can participate:*Teachers*Admins*Ed Serviceshttps://t.co/OBf3zOyRtrTY!
1272695096815878144	@boy_director News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695099164483585	Trump Suggests Stopping COVID-19 Tests Would Result In Fewer Cases | HuffPost https://t.co/DeJ27I8aQe
1272695101765148679	Dinura left Sri Lanka to study for an MBA at @UniversitySA and was looking forward to living independently. But as the COVID-19 pandemic grew, he was happy to have had family friends to stay with while things were uncertain 💙📚🤗Read more: https://t.co/2w3LYy7aKH
1272695105573584896	@EfikIbi Deeply sorry about your ordeal.Please stay strong especially for your cousin. Don't fight it to talk or explain immediately, the right words would come at the right time.Please stay safe, these fools are as real as COVID-19
1272695117472845827	@DojaCat News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695122103119872	@FanpageOfTLH I mean the Covid-19 had made normies to feel what an Otaku is.
1272695124259004416	Some landlords are using harassment, threats to force out tenants during COVID-19 crisis - NBC News https://t.co/IlKuicamvA via @GoogleNews
1272695130017824768	New COVID-19 cases won't stop restrictions lifting #EliteOzzy #Australia https://t.co/2Wl7lzyOmi
1272695130135412737	@muftimenk News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695133050470401	Covid-19 can damage lungs of victims beyond recognition, expert says https://t.co/v292jQg3Pq
1272695134044504066	@SpeakerPelosi When the actually fatality rate from Covid-19 is 0.03% and the government shuts down society. Here is the reason:https://t.co/AE8fkgVxwN
1272695134342139904	To stop the spread of COVID-19 behind bars some of Oregon's top leaders are thinking about letting some inmates walk free. Here's The Story. #HeyDan  https://t.co/NLMQ4gX2dt https://t.co/s9AL5AyTMV
1272695135285870592	New post (Burden of COVID-19 on the Market &amp; Rehabilitation Plan | Digital Shipment Market 2020-2024 | Industry 4.0 Integration to Boost Growth | Technavio) has been published on https://t.co/4w7A2E5AtV - https://t.co/hTKq78LTTd
1272695144085622786	@VictoriaMonet News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695147462090755	3- on June 9 and 10 all documents related to flight permissions are sent out. On June 11, the plane is approved to land in Tehran’s Mehrabad international airport, but the planned fuel stop, in Algeria’s Houari Boumediene Airport, is denied over covid-19 concerns.
1272695147667623938	"it’s the responsibility of each person to do what we can, for our sake and everyone’s, to be safe and prevent Covid-19 from growing out of control."https://t.co/y8RgzAVJcp
1272695148992843776	Sri Lanka construction industry hit by absent workers, stalled payments after Covid-19 https://t.co/Uut8ltUjK1 https://t.co/hSANsXjgbF
1272695149211066370	Mike Pence Lies About Oklahoma’s COVID-19 Numbers Ahead of Trump Rally #FilthyDiseasedRepublicans #BunkerBoy #25thAdmendment #TrumpsVirus #TrumpsRecession #Impeached #dementia #adderall #GOPtraitors #MoscowMitch #RepBost https://t.co/acGWyZTIWF via @thedailybeast
1272695149756375040	It's an outcome no one wants, but could become a "harsh reality": a second wave of shutdowns.Weeks after lifting stay-at-home orders, some states are seeing record numbers of hospitalizations from Covid-19 as thousands more ... get infected every day.  https://t.co/Odrx48zZs0
1272695150553124865	Omar questions society's response towards COVID-19 patients - Kashmir Age Newspaper https://t.co/jWOXWZc7r7 https://t.co/rtGd6CPv76
1272695160787406849	@DonaldJTrumpJr All future Covid-19 patients also welcome! https://t.co/AylDrjAIei
1272695165149425664	@Sen_JoeManchin Glad you're getting that in WV. Here in Washington, DC, we were cheated out of $725 million in COVID-19 relief funds, and I have nobody to complain to, both because we're not allowed to have statehood.So will you co-sponsor S.631 for #DCstatehood? https://t.co/dDMQzZwsRz
1272695170467868672	IRSnews: Due to the COVID-19 pandemic, #IRS has granted Qualified Opportunity Zone Business projects up to 24 additional months to expend their working capital. Learn more about this #COVIDreliefIRS at:  https://t.co/YugRoiL62Y https://t.co/VyA7FV6PRC
1272695173991010304	"Death rates are 12 times higher for COVID-19 patients with chronic illnesses, according to new CDC report"  https://t.co/u4C6Rjqyfp
1272695174456582144	@DONJAZZY News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695175668813825	Outstanding journalism right here.  @charlesornstein: I wanted to know why experts were wrong when they said U.S. hospitals would be overwhelmed by COVID-19 patients. Here’s what I learned, including what hospitals can do before the next wave. https://t.co/67BN6w1d6W
1272695192064274433	@archillect News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695201275011074	Patients with underlying conditions were 12 times more likely to die from covid-19 than otherwise healthy people ⁦@bylenasun⁩  https://t.co/dilE60YjXD
1272695205402198017	I love how COVID-19 is fake news till someone you know gets it lol
1272695211119063041	@natashhhha_ News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695215086882817	@ggreeneva @peterdaou Don't fall for it, it's an escape route so they can shift blame from their failed negotiations to COVID-19 if the season is cancelled.
1272695215325732866	China stands ready to strengthen cooperation with Laos in fighting the COVID-19 pandemic and steadily advance the building of the China-Laos community with a shared future, President Xi Jinping said on Monday. https://t.co/gfwKzO1XPf https://t.co/lCk17fwWkC
1272695216558837761	About the ProductStores closing and Businesses Bankruptcy as Consequences of Coronavirus Covid-19 Outbreak, Restrictions implemented due to 2019-nCov.Click link down below#lockdown #market #economy #world #doctor #coronavirus #globalhttps://t.co/JFRNkLCdT4
1272695222355611649	New Global Registry Investigates COVID-19 and New-Onset Diabetes https://t.co/ZtEsSdM6UdSent using the Medscape App for Android™
1272695226063257600	READ: Senator Risa Hontiveros files resolution calling for a Senate inquiry into government plans and programs for families of OFWs displaced by the COVID-19 pandemic. | @CMRamosINQ https://t.co/J4nK1ELo88
1272695227136880641	Will Covid-19 put an end to all watermelon seed spitting contests? Or nah?
1272695230131769344	@officialnairam1 News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695235093712897	YALL DEADASS HAVE COVID-19 and STILL GOING OUT??
1272695235294851073	1 in 5 people are at risk of developing ‘severe’ COVID-19 symptoms due to underlying health conditions https://t.co/uYYRcExBjj
1272695237102784512	@SpeakerPelosi When the actually fatality rate from Covid-19 is 0.03% and the government shuts down society. Here is the reason:https://t.co/AE8fkgVxwN
1272695246011285505	@SexCounseling Yes yes yes even with COVID-19
1272695249027108867	Couple brings their own sheets to hostel to avoid getting COVID-19 | Lima | hotels | PNP | coronavirus | rddr | Society https://t.co/2jhQuDyB7b
1272695254098104320	@jasonl9 Same demon who locked down nursing homes so that I could not see my mother for 11 weeks and her weight plummeted down to 68 pounds But made it mandatory that they took a COVID-19 patients so death rate would go up.
1272695257260388352	Scientist produces own Florida Covid-19 count after being fired by state https://t.co/gku4jvFNwF
1272695259395325952	How long will it take to set up, fund an international Covid-19/diabetes research project then publish linking Covid-19 and diabetes, even to possible new diabetes? Wait, all ready done. Think slipping into thinking, if get vaccine won't get diabetes?https://t.co/8qTgykiqox
1272695262318903297	@froggy8867 @CNN Yea except COVID-19 can cause some very serious short and long term health concerns even for those less vulnerable, perfectly healthy people have experienced major health issues
1272695262549544960	Coronavirus live news: global Covid-19 cases pass 8 million as Beijing closes sports halls | World news https://t.co/XslxiswTxu
1272695263501697029	@BET_Africa @burnaboy News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695263963078657	@SpeakerPelosi @USCBO When the actually fatality rate from Covid-19 is 0.03% and the government shuts down society. Here is the reason:https://t.co/AE8fkgVxwN
1272695274427674624	For those wondering why we've all taken some time out of the COVID-19 situation to yell about racism and police brutality: it's because unfavored races are being treated differently during this pandemic -- by hospitals (as in this article)...https://t.co/LSe1SfLdWc
1272695276268957696	@svpyadavbjp @XHNews @narendramodi @PMOIndia one more thing is, it seems that India will be another center of COVID-19 pandemic. Worry about your countrymen first PLEASE.
1272695280144613376	@Arhnarhs_Africa @Rahma_sadau News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695281566572546	Central Ohio's busiest temp agencies see possible opportunities as Covid-19 restrictions ease​ https://t.co/7AxjiixcwT
1272695288218746881	Using hydroxychloroquine, a drug promoted by President Donald Trump, with Gilead's remdesivir against Covid-19 could lead to potential drug interactions, the FDA said.​ https://t.co/AfGBzofPvx
1272695289988743169	The Covid-19 pandemic continued to damper Charlotte's housing market in May, but the month also brought with it a positive sign.​ https://t.co/EegngECHb6
1272695291188215808	@SpeakerPelosi @CARE When the actually fatality rate from Covid-19 is 0.03% and the government shuts down society. Here is the reason:https://t.co/AE8fkgVxwN
1272695291343507456	Reopen New York: New York now concerned visitors could contribute to COVID-19 spread https://t.co/kecD6qlqyo https://t.co/LOPGfXP2UD
1272695294254342144	Coronavirus In Illinois: 473 New COVID-19 Cases, 19 Additional Deaths https://t.co/jHNZCeJhcR https://t.co/kxocecDAur
1272695300394749952	Edmonton COVID-19 trend shows jump in active cases, more young people testing positive #yeg https://t.co/vW8RbLFbhs
1272695305188843520	#sugarbabywanted I realised that some Sugar Babies are out of job due to this covid-19 lockdown. Daddy is here to take care of you. $2500 for the first 25 to Retweet this, Like, Follow and DM me. Be the next lucky one to testify! #legitsugardaddy #Legitgiveaways +1(804)803-3198 https://t.co/npMQTndcMi
1272695318518403072	@SpeakerPelosi When the actually fatality rate from Covid-19 is 0.03% and the government shuts down society. Here is the reason:https://t.co/AE8fkgVxwN
1272695322020626433	@SenSchumer @SenateDems LOL....you’re more concerned that Trump rally’s are going to start up soon.....I bet COVID-19 stats will shoot through the roof just prior to Trump’s rally.   Nobody cares Chuckles....FUCK COVID-19.  Time to resume a normal mask free life.  Don’t fear the flu or COVID-19.
1272695336390230017	Forecasting for COVID-19 has failed https://t.co/JyrXhfK7tC
1272695340760735746	@dino_melaye News: Nigeria Records 573 New COVID-19 Cases, 4 More DeathsHit The Link Below To See More Details On https://t.co/ClxzeIkdYK https://t.co/VXEiUHWjuQ
1272695343587774465	@SpeakerPelosi When the actually fatality rate from Covid-19 is 0.03% and the government shuts down society. Here is the reason:https://t.co/AE8fkgVxwN
1272695354559991809	@TheDemocrats What dates do you mark as COVID-19 onset 🇺🇸?
1272695369290350594	Sharing Our COVID-19 Stories: Photos of Us Pandemic Time Capsule in the community of @YarraPlentyLib.  Some great contributions here!  https://t.co/IWLzWI9TPc https://t.co/RBkYIhAAe0
1272695373497163776	.@SALAfestival has always been about celebrating local art but COVID-19 has forced the festival to adapt to stay true to its ethos.https://t.co/z5RE2ABVLy
1272695379163779083	@ApelAlan  @abc3340: Alabama health officials worry about hospital capacity as COVID-19 cases risehttps://t.co/yGO6CYnJz5
1272695383047757825	#TurkishStudentLivesMatterIt concerns the whole world! We are students in Turkey who will take the YKS and high school exam and unfortunately the exams were not postponed even though Covid-19 is still killing!
1272695385975332866	After his father had been diagnosed with COVID-19 and was recently laid off, this 11-year-old boy found a wallet and returned it to the rightful owner. https://t.co/i9rZzYvW4s https://t.co/y4MJkeJRe5
1272695386306605057	Covid-19 forced the cancellation of state exams and report cards. Here's how should Ohio restart its accountability policies. https://t.co/RHIZaHNu4w https://t.co/AsYFRzqc7W
1272695386336002050	People with disabilities are more vulnerable than others to COVID-19, and the NDIS has continually issued guidance throughout the COVID-19 crisis. Carers and organisations have worked to find creative solutions to keep connected at home.https://t.co/78EH7wvgaD https://t.co/IsDfaQadY9
1272695386923307008	THD worried about COVID-19 spread as thousands expected for rallyhttps://t.co/gvlYwYNT51 https://t.co/zbmnn9402S
1272695386856206343	UAMS study predicts Arkansas COVID-19 death increase if social distancing guidelines ignored https://t.co/zT9KMrBTfp https://t.co/6rbDakfQaZ
1272695386965188610	@peppertux @Mike_Pence @WhiteHouse And how right have they been? First, no person to person infection. Then no masks, then masks, then masks aren't that effective. Then dropping Covid-19 death numbers by over 20% because the people didn't actually die because of Covid-19.
1272695387011178497	Report: Several Texans players tested positive for COVID-19https://t.co/cmjcAEoGTz
1272695387221090307	"Many Americans are acting as if COVID-19 has 'gone away' or lessened its grip on the US. Unfortunately, that's not the case." Read the latest Daily Briefing from the @unitedchurch Humanitarian and Development Team. Have faith in God--Trust science. https://t.co/ugQl5qBTBl
1272695387510288384	It’s National Safety Month. And with the spread of COVID-19 showing no signs of slowing, many are curious: Can you have your summer and enjoy it, too?https://t.co/ddEvUmYg0m
1272695387460194305	Although the COVID-19 pandemic has caused many employees to telecommute, @CBRESingapore believes that the flexible workspace won't die out in the long-term. Read more about this at: https://t.co/bUKTBixcpl
1272695388709859328	A new underclass is emerging in NZ in the Covid-19 era - thousands of migrant workers stuck here with no work, no money and not a lot of support.About 1700 workers from 9 Pacific countries are in the region under the Recognised Seasonal Employer scheme.https://t.co/rcTaPUaJbw
1272695388991033346	Morrison will push for deregulation to "assist COVID-19 economic recovery”.But as we know from the banking royal commission, light-touch regulators pose serious risks.@michellegrattan has the latest in #auspol: https://t.co/t5S8sg9Zxe
1272695389087567874	Ezekiel Elliott’s positive COVID-19 test raises player safety questions for NFL https://t.co/9D0QadHK8z
1272695389444018177	Here are the different modalities of Covid-19 testing in India: https://t.co/QnZZutPBqu
1272695389389352961	NFL Coaches Question COVID-19 Protocols Once Teams Return https://t.co/Anh1nY25Zj
1272695390836609024	The annual Bikes, Blues &amp; BBQ rally has been canceled for the first time in its 20-year history because of the covid-19 pandemic. https://t.co/yi1GFSYAiA
1272695391302168577	The Red Cross is now testing all blood, platelet and plasma donations for COVID-19 antibodies. https://t.co/PYoR9oLdTY
1272695383634989056	"These plans are so unrealistically optimistic that they border on delusional and could lead to outbreaks of Covid-19 among students, faculty and staff."https://t.co/NFbjVyF9zj
